Concept1,Concept2,Concept1_URI_withoutiid,Concept2_URI_withoutiid,internal_ID_for_concept1,internal_ID_for_concept2,Code_Concept1,Code_Concept2,Definition_Concept1,Definition_Concept2,concept1_mandatory_or_not,concept2_mandatory_or_not,Relation_URI,Concept_1_URL,Concept_2_URL
MRI Features,Borders,MRI_Features,Borders,M_Meningioma_5,M_Meningioma_48,C16809 AND C73619,C80507,"Imaging that uses radiofrequency waves and a strong magnetic field rather than x-rays to provide detailed pictures of internal organs and tissues; A prominent or identifiable aspect, region, or site of interest.",A boundary line or the area immediately inside the boundary.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16809 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C73619,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C80507
MRI Features,intra-tumoral cysts,MRI_Features,intra_tumoral_cysts,M_Meningioma_5,M_Meningioma_49,C16809 AND C73619,C41454,"Imaging that uses radiofrequency waves and a strong magnetic field rather than x-rays to provide detailed pictures of internal organs and tissues; A prominent or identifiable aspect, region, or site of interest.","A finding consisting of multilocular cysts lined by fine septa containing fine flocculent eosinophilic material or, in some tissues, blood. The cysts are not lined by endothelial cells and do not compress the surrounding parenchyma. This does not include congenital polycystic change. (INHAND)",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16809 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C73619,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C41454
MRI Features,necrosis,MRI_Features,necrosis,M_Meningioma_5,M_Meningioma_50,C16809 AND C73619,NCIT_C16897,"Imaging that uses radiofrequency waves and a strong magnetic field rather than x-rays to provide detailed pictures of internal organs and tissues; A prominent or identifiable aspect, region, or site of interest.","A cell death process that is morphologically characterized by a gain in cell volume (oncosis), swelling of organelles, plasma membrane rupture and subsequent loss of intracellular contents.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16809 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C73619,http://purl.obolibrary.org/obo/NCIT_C16897
MRI Features,dural tail,MRI_Features,dural_tail,M_Meningioma_5,M_Meningioma_51,C16809 AND C73619,RID35182,"Imaging that uses radiofrequency waves and a strong magnetic field rather than x-rays to provide detailed pictures of internal organs and tissues; A prominent or identifiable aspect, region, or site of interest.","A tail of hyperenhanced dura mater is seen extending from a mass on MR images, suggesting a meningioma.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16809 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C73619,https://radlex.org/RID/RID35182
MRI Features,involvement of surrounding tissue,MRI_Features,involvement_of_surrounding_tissue,M_Meningioma_5,M_Meningioma_52,C16809 AND C73619,C197539,"Imaging that uses radiofrequency waves and a strong magnetic field rather than x-rays to provide detailed pictures of internal organs and tissues; A prominent or identifiable aspect, region, or site of interest.",Evidence of systemic involvement of connective tissue.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16809 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C73619,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C197539
MRI Features,margins,MRI_Features,margins,M_Meningioma_5,M_Meningioma_53,C16809 AND C73619,C137709,"Imaging that uses radiofrequency waves and a strong magnetic field rather than x-rays to provide detailed pictures of internal organs and tissues; A prominent or identifiable aspect, region, or site of interest.",Describes the morphologic appearance where a tumor meets the adjacent tissue.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16809 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C73619,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C137709
MRI Features,Tumor size(diameter),MRI_Features,Tumor_size_diameter,M_Meningioma_5,M_Meningioma_54,C16809 AND C73619,NCIT_C120284,"Imaging that uses radiofrequency waves and a strong magnetic field rather than x-rays to provide detailed pictures of internal organs and tissues; A prominent or identifiable aspect, region, or site of interest.",The size of a tumor in its greatest dimension.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16809 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C73619,http://purl.obolibrary.org/obo/NCIT_C120284
MRI Features,Pial invasion (pia mater invasion),MRI_Features,Pial_invasion,M_Meningioma_5,M_Meningioma_55,C16809 AND C73619,RID7101 AND RID39257,"Imaging that uses radiofrequency waves and a strong magnetic field rather than x-rays to provide detailed pictures of internal organs and tissues; A prominent or identifiable aspect, region, or site of interest.",Tumor invasion of the pia mater of neuraxis,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16809 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C73619,https://evsexplore.semantics.cancer.gov/evsexplore/concept/radlex/RID7101 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/radlex/RID39257
MRI Features,Shape of the lesion,MRI_Features,Shape_of_the_lesion,M_Meningioma_5,M_Meningioma_56,C16809 AND C73619,C37927,"Imaging that uses radiofrequency waves and a strong magnetic field rather than x-rays to provide detailed pictures of internal organs and tissues; A prominent or identifiable aspect, region, or site of interest.",The spatial outline of an object as described by the configuration of straight or curved lines.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16809 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C73619,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C37927
lateral right,medial sphenoid,lateral_right,medial_sphenoid,M_Meningioma_6,M_Meningioma_57,C160199 ,C25232 AND C12790,A finding indicating the tumor location is on the right side of the specimen.,Toward the middle or in a limb toward the median plane; The butterfly-shaped bone located at the base of the skull that helps to form the orbit of the eye.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C160199,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25232 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12790
lateral right,lateral sphenoid,lateral_right,lateral_sphenoid,M_Meningioma_6,M_Meningioma_58,C160199 , C25230 AND C12790,A finding indicating the tumor location is on the right side of the specimen.,Situated at or extending to the side; The butterfly-shaped bone located at the base of the skull that helps to form the orbit of the eye.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C160199,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25230 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12790
lateral right,cavernous sinus,lateral_right,cavernous_sinus,M_Meningioma_6,M_Meningioma_59,C160199 ,C5268,A finding indicating the tumor location is on the right side of the specimen.,A meningioma that affects the cavernous sinus.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C160199,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C5268
lateral right,middle sphenoid,lateral_right,middle_sphenoid,M_Meningioma_6,M_Meningioma_60,C160199 ,C25569 AND C12790,A finding indicating the tumor location is on the right side of the specimen.,"An intermediate part or section, an area that is approximately central within some larger region; The butterfly-shaped bone located at the base of the skull that helps to form the orbit of the eye.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C160199,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25569 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12790
lateral right,carebro-potine angle CPA,lateral_right,carebro_potine_angle_CPA,M_Meningioma_6,M_Meningioma_61,C160199 ,C5300,A finding indicating the tumor location is on the right side of the specimen.,A meningioma that affects the cerebellopontine angle.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C160199,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C5300
lateral left,medial sphenoid,lateral_left,medial_sphenoid,M_Meningioma_7,M_Meningioma_57,C160200,C25232 AND C12790,A finding indicating the tumor location is on the left side of the specimen.,Toward the middle or in a limb toward the median plane; The butterfly-shaped bone located at the base of the skull that helps to form the orbit of the eye.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C160200,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25232 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12790
lateral left,lateral sphenoid,lateral_left,lateral_sphenoid,M_Meningioma_7,M_Meningioma_58,C160200, C25230 AND C12790,A finding indicating the tumor location is on the left side of the specimen.,Situated at or extending to the side; The butterfly-shaped bone located at the base of the skull that helps to form the orbit of the eye.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C160200,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25230 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12790
lateral left,carebro-pontine angle CPA,lateral_left,carebro_pontine_angle_CPA,M_Meningioma_7,M_Meningioma_62,C160200,C5300,A finding indicating the tumor location is on the left side of the specimen.,A meningioma that affects the cerebellopontine angle,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C160200,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C5300
lateral left,cavernous sinus,lateral_left,cavernous_sinus,M_Meningioma_7,M_Meningioma_59,C160200,C5268,A finding indicating the tumor location is on the left side of the specimen.,A meningioma that affects the cavernous sinus.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C160200,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C5268
lateral left,middle sphenoid,lateral_left,middle_sphenoid,M_Meningioma_7,M_Meningioma_60,C160200,,A finding indicating the tumor location is on the left side of the specimen.,,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C160200,
description of lesion who CNS 5,prominent nucleoli,description_of_lesion_who_CNS_5,prominent_nucleoli,M_Meningioma_8,M_Meningioma_63,C166231,NCIT:C96634,"Specifies the description of a localized pathological or traumatic structural change, damage, deformity, or discontinuity of tissue, organ, or body part.","A conspicuous nucleolus within the nucleus of a cell, often associated with increased ribosomal RNA synthesis and frequently observed in neoplastic cells.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C166231,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C96634
